Epoch	Total Loss	PDE Loss1	PDE Loss2	PDE Loss3	Interface Loss12	Interface Loss23	Boundary Loss	Analytical Loss
0	1901.737427	1901.737427
100	1876.991211	1876.991211
200	1826.236572	1826.236572
300	1716.406616	1716.406616
400	1559.545166	1559.545166
500	1419.423218	1419.423218
600	1320.048340	1320.048340
700	1249.369385	1249.369385
800	1194.595947	1194.595947
900	1149.789307	1149.789307
1000	1112.272217	1112.272217
1100	1080.197998	1080.197998
1200	1051.936279	1051.936279
1300	1026.134521	1026.134521
1400	1001.764893	1001.764893
1500	978.094788	978.094788
1600	954.799927	954.799927
1700	932.101990	932.101990
1800	910.358887	910.358887
1900	889.712708	889.712708
2000	870.166016	870.166016
2100	851.664917	851.664917
2200	834.117126	834.117126
2300	817.409424	817.409424
2400	801.428955	801.428955
2500	786.073059	786.073059
2600	771.251709	771.251709
2700	756.883179	756.883179
2800	742.890869	742.890869
2900	729.205200	729.205200
3000	715.771973	715.771973
3100	702.558960	702.558960
3200	689.553406	689.553406
3300	676.751709	676.751709
3400	664.151184	664.151184
3500	651.746338	651.746338
3600	639.529358	639.529358
3700	627.490356	627.490356
3800	615.617432	615.617432
3900	603.893799	603.893799
4000	592.292480	592.292480
4100	580.755859	580.755859
4200	569.101685	569.101685
4300	556.679810	556.679810
4400	543.164856	543.164856
4500	530.233643	530.233643
4600	518.130859	518.130859
4700	506.565552	506.565552
4800	495.395752	495.395752
4900	484.544678	484.544678
5000	473.964539	473.964539
5100	463.624207	463.624207
5200	453.502380	453.502380
5300	443.583313	443.583313
5400	433.854248	433.854248
5500	424.299438	424.299438
5600	414.869324	414.869324
5700	405.189270	405.189270
5800	393.482697	393.482697
5900	381.067871	381.067871
6000	369.783752	369.783752
6100	359.295227	359.295227
6200	349.194519	349.194519
6300	338.472168	338.472168
6400	327.088013	327.088013
6500	316.413818	316.413818
6600	304.805481	304.805481
6700	293.976868	293.976868
6800	284.128540	284.128540
6900	274.917206	274.917206
7000	266.185272	266.185272
7100	257.844360	257.844360
7200	249.838882	249.838882
7300	242.131378	242.131378
7400	234.694611	234.694611
7500	227.507965	227.507965
7600	220.554077	220.554077
7700	213.816010	213.816010
7800	207.264343	207.264343
7900	200.778320	200.778320
8000	193.811081	193.811081
8100	186.621002	186.621002
8200	180.050644	180.050644
8300	175.136475	175.136475
8400	175.077362	175.077362
8500	171.917038	171.917038
8600	166.530426	166.530426
8700	161.391647	161.391647
8800	154.587189	154.587189
8900	148.603271	148.603271
9000	143.187653	143.187653
9100	138.384521	138.384521
9200	134.219086	134.219086
9300	129.457550	129.457550
9400	122.872116	122.872116
9500	117.853317	117.853317
9600	113.003166	113.003166
9700	108.096237	108.096237
9800	102.951675	102.951675
9900	96.760452	96.760452
10000	90.821335	90.821335
10100	85.336044	85.336044
10200	80.513603	80.513603
10300	76.137589	76.137589
10400	72.062172	72.062172
10500	68.231430	68.231430
10600	64.617332	64.617332
10700	61.201691	61.201691
10800	57.965874	57.965874
10900	54.868713	54.868713
11000	51.662075	51.662075
11100	48.355980	48.355980
11200	45.200745	45.200745
11300	42.193939	42.193939
11400	39.318741	39.318741
11500	36.631813	36.631813
11600	34.264786	34.264786
11700	32.178635	32.178635
11800	30.573597	30.573597
11900	29.089399	29.089399
12000	27.700893	27.700893
12100	26.391758	26.391758
12200	25.145573	25.145573
12300	23.949383	23.949383
12400	22.795227	22.795227
12500	21.680567	21.680567
12600	20.601732	20.601732
12700	19.555550	19.555550
12800	18.539955	18.539955
12900	17.556528	17.556528
13000	16.597073	16.597073
13100	15.668728	15.668728
13200	14.764421	14.764421
13300	13.882492	13.882492
13400	13.033202	13.033202
13500	12.217281	12.217281
13600	11.427250	11.427250
13700	10.678058	10.678058
13800	9.961735	9.961735
13900	9.284548	9.284548
14000	8.627388	8.627388
14100	8.010620	8.010620
14200	7.413289	7.413289
14300	6.849039	6.849039
14400	6.312243	6.312243
14500	5.822706	5.822706
14600	5.355668	5.355668
14700	4.926898	4.926898
14800	4.526760	4.526760
14900	4.167856	4.167856
15000	3.842179	3.842179
15100	3.545239	3.545239
15200	3.276691	3.276691
15300	3.040475	3.040475
15400	2.830389	2.830389
15500	2.644058	2.644058
15600	2.485032	2.485032
15700	2.347625	2.347625
15800	2.227988	2.227988
15900	2.126570	2.126570
16000	2.041353	2.041353
16100	1.970319	1.970319
16200	1.912273	1.912273
16300	1.864087	1.864087
16400	1.826007	1.826007
16500	1.795700	1.795700
16600	1.772096	1.772096
16700	1.753889	1.753889
16800	1.739978	1.739978
16900	1.729566	1.729566
17000	1.721901	1.721901
17100	1.716351	1.716351
17200	1.712400	1.712400
17300	1.709643	1.709643
17400	1.707845	1.707845
17500	1.707006	1.707006
17600	1.706154	1.706154
17700	1.705162	1.705162
17800	1.703906	1.703906
17900	1.702400	1.702400
18000	1.700795	1.700795
18100	1.699047	1.699047
18200	1.697385	1.697385
18300	1.695881	1.695881
18400	1.694495	1.694495
18500	1.693222	1.693222
18600	1.692078	1.692078
18700	1.691051	1.691051
18800	1.690048	1.690048
18900	1.689062	1.689062
19000	1.688094	1.688094
19100	1.686859	1.686859
19200	1.685480	1.685480
19300	1.683938	1.683938
19400	1.681956	1.681956
19500	1.679486	1.679486
19600	1.676317	1.676317
